FECHA DE LA INSPECCIÓN;DISTRITO;DIRECCIÓN;MOTIVO;EPÍGRAFE DE ACTIVIDAD;PROGRAMA
27/09/2021;RETIRO;CL ALCALDE SAINZ DE BARANDA 18;NO PROGRAMADA;472401 - COMERCIO MENOR PAN Y PRODUC.PANADERIA Y BOLLERIA CON OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
16/09/2021;RETIRO;CL NARVAEZ 71;NO PROGRAMADA;471104 - COM.MENOR PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS;COMERCIO MINORISTA ALIMENTACIÓN
16/09/2021;RETIRO;CL NARVAEZ 71;NO PROGRAMADA;472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
10/06/2021;RETIRO;CL ALCALDE SAINZ DE BARANDA 12;NO PROGRAMADA;561006 - CAFETERIA;RESTAURACIÓN COLECTIVA
28/09/2021;RETIRO;CL ALCALDE SAINZ DE BARANDA 12;NO PROGRAMADA;561006 - CAFETERIA;RESTAURACIÓN COLECTIVA
27/04/2021;RETIRO;CL IBIZA 12;NO PROGRAMADA;472502 - COMERCIO MENOR VINOS Y ALCOHOLES (BODEGA) SIN CONSUMO;COMERCIO MINORISTA ALIMENTACIÓN
28/04/2021;RETIRO;CL IBIZA 12;NO PROGRAMADA;472502 - COMERCIO MENOR VINOS Y ALCOHOLES (BODEGA) SIN CONSUMO;COMERCIO MINORISTA ALIMENTACIÓN
23/09/2021;RETIRO;CL IBIZA 12;NO PROGRAMADA;472502 - COMERCIO MENOR VINOS Y ALCOHOLES (BODEGA) SIN CONSUMO;COMERCIO MINORISTA ALIMENTACIÓN
01/06/2021;RETIRO;CL NARVAEZ 72;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
21/07/2021;RETIRO;CL NARVAEZ 72;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
10/06/2021;RETIRO;CL ALCALDE SAINZ DE BARANDA 21;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
30/09/2021;RETIRO;CL ALCALDE SAINZ DE BARANDA 21;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
23/03/2021;RETIRO;CL IBIZA 21;NO PROGRAMADA;472911 - OTRO COM.MENOR PRODUCTOS ALIMENTICIOS C/VENDEDOR N.C.O.P.;COMERCIO MINORISTA ALIMENTACIÓN
23/03/2021;RETIRO;CL IBIZA 21;NO PROGRAMADA;561006 - CAFETERIA;RESTAURACIÓN COLECTIVA
29/04/2021;RETIRO;CL IBIZA 21;NO PROGRAMADA;472911 - OTRO COM.MENOR PRODUCTOS ALIMENTICIOS C/VENDEDOR N.C.O.P.;COMERCIO MINORISTA ALIMENTACIÓN
29/04/2021;RETIRO;CL IBIZA 21;NO PROGRAMADA;561006 - CAFETERIA;RESTAURACIÓN COLECTIVA
01/06/2021;RETIRO;CL NARVAEZ 58;NO PROGRAMADA;563005 - BAR SIN COCINA;RESTAURACIÓN COLECTIVA
23/09/2021;RETIRO;CL NARVAEZ 58;NO PROGRAMADA;563005 - BAR SIN COCINA;RESTAURACIÓN COLECTIVA
21/04/2021;RETIRO;AV MENENDEZ PELAYO 13;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
24/05/2021;RETIRO;AV MENENDEZ PELAYO 13;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
28/05/2021;RETIRO;AV MENENDEZ PELAYO 13;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
09/06/2021;RETIRO;AV MENENDEZ PELAYO 13;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
03/03/2021;RETIRO;CL LOPE DE RUEDA 37;NO PROGRAMADA;471104 - COM.MENOR PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS;COMERCIO MINORISTA ALIMENTACIÓN
02/03/2021;RETIRO;CL FERNAN GONZALEZ 36;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
26/05/2021;RETIRO;CL ALBERTO BOSCH 12;NO PROGRAMADA;472402 - COMERCIO MENOR PAN Y PRODUC.PANADERIA Y BOLLERIA SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
26/05/2021;RETIRO;CL ALBERTO BOSCH 12;NO PROGRAMADA;472911 - OTRO COM.MENOR PRODUCTOS ALIMENTICIOS C/VENDEDOR N.C.O.P.;COMERCIO MINORISTA ALIMENTACIÓN
05/05/2021;RETIRO;CL RUIZ DE ALARCON 27;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
28/06/2021;RETIRO;CL RUIZ DE ALARCON 27;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
17/08/2021;RETIRO;PO REINA CRISTINA 7;NO PROGRAMADA;551001 - HOTELES Y MOTELES CON RESTAURANTE;RESTAURACIÓN COLECTIVA
12/02/2021;RETIRO;CL POETA ESTEBAN DE VILLEGAS 20;NO PROGRAMADA;561006 - CAFETERIA;RESTAURACIÓN COLECTIVA
11/03/2021;RETIRO;CL POETA ESTEBAN DE VILLEGAS 20;NO PROGRAMADA;561006 - CAFETERIA;RESTAURACIÓN COLECTIVA
04/02/2021;RETIRO;CL AMADO NERVO 4;NO PROGRAMADA;471101 - COM.MEN.ESTAB.NO ESPEC.C/PREDOMIN.ALIM.Y BEB.(AUTOSERVICIO);COMERCIO MINORISTA ALIMENTACIÓN
04/02/2021;RETIRO;CL AMADO NERVO 4;NO PROGRAMADA;472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
22/07/2021;RETIRO;CL AMADO NERVO 4;NO PROGRAMADA;471101 - COM.MEN.ESTAB.NO ESPEC.C/PREDOMIN.ALIM.Y BEB.(AUTOSERVICIO);COMERCIO MINORISTA ALIMENTACIÓN
23/04/2021;RETIRO;CL DOCTOR ESQUERDO 136;NO PROGRAMADA;561001 - RESTAURANTE;RESTAURACIÓN COLECTIVA
23/04/2021;RETIRO;CL DOCTOR ESQUERDO 136;NO PROGRAMADA;561001 - RESTAURANTE;RESTAURACIÓN COLECTIVA
09/04/2021;RETIRO;AV MEDITERRANEO 35;NO PROGRAMADA;472201 - COMERCIO AL POR MENOR DE CARNICERIA;COMERCIO MINORISTA ALIMENTACIÓN
18/03/2021;RETIRO;CL WALIA 7;NO PROGRAMADA;562902 - SERVICIOS COMEDOR EN CENTROS EDUCATIVOS Y CEN. DE CUID.INFAN;RESTAURACIÓN COLECTIVA
29/01/2021;RETIRO;CL DOCE DE OCTUBRE 20;NO PROGRAMADA;471101 - COM.MEN.ESTAB.NO ESPEC.C/PREDOMIN.ALIM.Y BEB.(AUTOSERVICIO);COMERCIO MINORISTA ALIMENTACIÓN
29/01/2021;RETIRO;CL DOCE DE OCTUBRE 20;NO PROGRAMADA;472401 - COMERCIO MENOR PAN Y PRODUC.PANADERIA Y BOLLERIA CON OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
29/01/2021;RETIRO;CL DOCE DE OCTUBRE 20;NO PROGRAMADA;472302 - COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
29/01/2021;RETIRO;CL DOCE DE OCTUBRE 20;NO PROGRAMADA;472201 - COMERCIO AL POR MENOR DE CARNICERIA;COMERCIO MINORISTA ALIMENTACIÓN
29/01/2021;RETIRO;CL DOCE DE OCTUBRE 20;NO PROGRAMADA;472406 - ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
29/01/2021;RETIRO;CL DOCE DE OCTUBRE 20;NO PROGRAMADA;472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
16/09/2021;RETIRO;CL DOCE DE OCTUBRE 20;NO PROGRAMADA;471101 - COM.MEN.ESTAB.NO ESPEC.C/PREDOMIN.ALIM.Y BEB.(AUTOSERVICIO);COMERCIO MINORISTA ALIMENTACIÓN
22/02/2021;RETIRO;PZ DOCTOR LAGUNA 1;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
06/05/2021;RETIRO;PZ DOCTOR LAGUNA 1;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
23/03/2021;RETIRO;PZ DOCTOR LAGUNA 6;NO PROGRAMADA;562902 - SERVICIOS COMEDOR EN CENTROS EDUCATIVOS Y CEN. DE CUID.INFAN;RESTAURACIÓN COLECTIVA
20/01/2021;SALAMANCA;CL RECOLETOS 3;PROGRAMADA;561001 - RESTAURANTE;RESTAURACIÓN COLECTIVA
03/06/2021;SALAMANCA;CL VILLANUEVA 24;NO PROGRAMADA;471101 - COM.MEN.ESTAB.NO ESPEC.C/PREDOMIN.ALIM.Y BEB.(AUTOSERVICIO);COMERCIO MINORISTA ALIMENTACIÓN
03/06/2021;SALAMANCA;CL VILLANUEVA 24;NO PROGRAMADA;472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
03/06/2021;SALAMANCA;CL VILLANUEVA 24;NO PROGRAMADA;472404 - COM.MENOR PASTELE.,CONFIT.,REPOST. C/OBRADOR,S/BARRA DEGUST.;COMERCIO MINORISTA ALIMENTACIÓN
09/07/2021;SALAMANCA;CL VILLANUEVA 24;NO PROGRAMADA;471101 - COM.MEN.ESTAB.NO ESPEC.C/PREDOMIN.ALIM.Y BEB.(AUTOSERVICIO);COMERCIO MINORISTA ALIMENTACIÓN
09/07/2021;SALAMANCA;CL VILLANUEVA 24;NO PROGRAMADA;472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
09/07/2021;SALAMANCA;CL VILLANUEVA 24;NO PROGRAMADA;472404 - COM.MENOR PASTELE.,CONFIT.,REPOST. C/OBRADOR,S/BARRA DEGUST.;COMERCIO MINORISTA ALIMENTACIÓN
02/02/2021;SALAMANCA;CL AYALA 28;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
